3 

Interval 	 Length 		 Estimate 		 Deviation 		 Percent off 	 Correct Tasks 		 Incorrect Tasks 		 Percent 	 You earn 	 number 

2m31s 		 151.00000 		 200.61300 		 49.61300 		 0.33 				 18 					 0 					 1.00 			 $0 		 1 

1m56s 		 116.00000 		 154.32454 		 38.32454 		 0.33 				 15 					 0 					 1.00 			 $0 		 2

0m31s 		 31.00000 		 49.51258 		 18.51258 		 0.60 				 4 					 1 					 0.80 			 $0 		 3 

0m53s 		 53.00000 		 69.35145 		 16.35145 		 0.31 				 5 					 0 					 1.00 			 $0 		 4 

3m16s 		 196.00000 		 231.33066 		 35.33066 		 0.18 				 17 					 1 					 0.94 			 $5 		 5 

1m29s 		 89.00000 		 93.85264 		 4.85264 		 0.05 				 9 					 0 					 1.00 			 $10 		 6 

0m41s 		 41.00000 		 49.58694 		 8.58694 		 0.21 				 3 					 3 					 0.50 			 $0 		 7 

1m09s 		 69.00000 		 71.41009 		 2.41009 		 0.03 				 7 					 0 					 1.00 			 $25 		 8 

0m24s 		 24.00000 		 26.68724 		 2.68724 		 0.11 				 3 					 0 					 1.00 			 $5 		 9 

3m39s 		 219.00000 		 217.19453 		 1.80547 		 0.01 				 18 					 1 					 0.95 			 $25 		 10 

